Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,RaceDate,RoundNumber,Season,SessionType
0 days 00:27:30.645000,TSU,22,0 days 00:01:51.177000,5.0,2.0,,0 days 00:27:25.123000,0 days 00:00:30.991000,0 days 00:00:45.214000,0 days 00:00:34.972000,0 days 00:26:10.459000,0 days 00:26:55.673000,0 days 00:27:30.645000,124.0,172.0,,210.0,False,MEDIUM,5.0,False,Red Bull Racing,0 days 00:25:39.468000,2025-05-02 20:42:01.369,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:18:52.214000,ANT,12,,1.0,1.0,0 days 00:17:02.707000,,,0 days 00:00:40.711000,0 days 00:00:27.443000,,0 days 00:18:24.806000,0 days 00:18:52.259000,156.0,144.0,286.0,279.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:17:02.707000,2025-05-02 20:33:24.608,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:20:20.072000,ANT,12,0 days 00:01:27.858000,2.0,1.0,,,0 days 00:00:29.393000,0 days 00:00:33.542000,0 days 00:00:24.923000,0 days 00:19:21.607000,0 days 00:19:55.149000,0 days 00:20:20.072000,219.0,192.0,283.0,339.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:18:52.214000,2025-05-02 20:35:14.115,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:22:20.724000,ANT,12,0 days 00:02:00.652000,3.0,1.0,,,0 days 00:00:38.774000,0 days 00:00:42.123000,0 days 00:00:39.755000,0 days 00:20:58.846000,0 days 00:21:40.969000,0 days 00:22:20.724000,166.0,143.0,71.0,200.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:20:20.072000,2025-05-02 20:36:41.973,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:24:27.311000,ANT,12,0 days 00:02:06.587000,4.0,1.0,,,0 days 00:00:51.127000,0 days 00:00:43.170000,0 days 00:00:32.290000,0 days 00:23:11.851000,0 days 00:23:55.021000,0 days 00:24:27.311000,172.0,125.0,284.0,225.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:22:20.724000,2025-05-02 20:38:42.625,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:25:55.740000,ANT,12,0 days 00:01:28.429000,5.0,1.0,,,0 days 00:00:29.394000,0 days 00:00:33.846000,0 days 00:00:25.189000,0 days 00:24:56.705000,0 days 00:25:30.551000,0 days 00:25:55.740000,219.0,191.0,285.0,341.0,False,MEDIUM,5.0,True,Mercedes,0 days 00:24:27.311000,2025-05-02 20:40:49.212,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:28:02.896000,ANT,12,0 days 00:02:07.156000,6.0,1.0,,0 days 00:27:56.335000,0 days 00:00:43.017000,0 days 00:00:43.747000,0 days 00:00:40.392000,0 days 00:26:38.757000,0 days 00:27:22.504000,0 days 00:28:02.896000,166.0,146.0,,203.0,False,MEDIUM,6.0,True,Mercedes,0 days 00:25:55.740000,2025-05-02 20:42:17.641,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:34:57.131000,ANT,12,,7.0,2.0,0 days 00:32:58.876000,,,0 days 00:00:40.017000,0 days 00:00:27.183000,,0 days 00:34:29.970000,0 days 00:34:57.131000,172.0,151.0,285.0,294.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:28:02.896000,2025-05-02 20:44:24.797,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:36:24.858000,ANT,12,0 days 00:01:27.727000,8.0,2.0,,,0 days 00:00:29.190000,0 days 00:00:33.570000,0 days 00:00:24.967000,0 days 00:35:26.321000,0 days 00:35:59.891000,0 days 00:36:24.858000,222.0,193.0,286.0,338.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:34:57.131000,2025-05-02 20:51:19.032,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:39:05.862000,ANT,12,,9.0,2.0,,0 days 00:38:24.444000,0 days 00:00:40.558000,0 days 00:00:45.900000,0 days 00:01:14.529000,0 days 00:37:05.433000,0 days 00:37:51.441000,0 days 00:39:06.072000,161.0,125.0,,274.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:36:24.858000,2025-05-02 20:52:46.759,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:42:19.250000,ANT,12,,10.0,3.0,0 days 00:40:02.932000,,,0 days 00:00:41.790000,0 days 00:00:29.861000,,0 days 00:41:49.488000,0 days 00:42:19.416000,162.0,134.0,282.0,263.0,False,MEDIUM,4.0,False,Mercedes,0 days 00:39:05.862000,2025-05-02 20:55:27.763,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:43:46.634000,ANT,12,0 days 00:01:27.384000,11.0,3.0,,,0 days 00:00:29.056000,0 days 00:00:33.309000,0 days 00:00:25.019000,0 days 00:42:48.306000,0 days 00:43:21.615000,0 days 00:43:46.634000,221.0,192.0,286.0,339.0,True,MEDIUM,5.0,False,Mercedes,0 days 00:42:19.250000,2025-05-02 20:58:41.151,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:45:44.457000,ANT,12,0 days 00:01:57.823000,12.0,3.0,,0 days 00:45:38.363000,0 days 00:00:39.371000,0 days 00:00:41.859000,0 days 00:00:36.593000,0 days 00:44:26.005000,0 days 00:45:07.864000,0 days 00:45:44.457000,173.0,150.0,,266.0,False,MEDIUM,6.0,False,Mercedes,0 days 00:43:46.634000,2025-05-02 21:00:08.535,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:57:10.165000,ANT,12,,13.0,4.0,0 days 00:54:56.702000,,,0 days 00:00:41.812000,0 days 00:00:35.413000,,0 days 00:56:34.842000,0 days 00:57:10.165000,171.0,138.0,287.0,145.0,False,SOFT,1.0,True,Mercedes,0 days 00:45:44.457000,2025-05-02 21:02:06.358,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:58:36.647000,ANT,12,0 days 00:01:26.482000,14.0,4.0,,,0 days 00:00:28.668000,0 days 00:00:32.978000,0 days 00:00:24.836000,0 days 00:57:38.833000,0 days 00:58:11.811000,0 days 00:58:36.647000,224.0,193.0,286.0,341.0,True,SOFT,2.0,True,Mercedes,0 days 00:57:10.165000,2025-05-02 21:13:32.066,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 01:00:51.238000,ANT,12,0 days 00:02:14.591000,15.0,4.0,,0 days 01:00:38.605000,0 days 00:00:39.257000,0 days 00:00:44.456000,0 days 00:00:50.878000,0 days 00:59:15.904000,0 days 01:00:00.360000,0 days 01:00:51.238000,168.0,144.0,,246.0,False,SOFT,3.0,True,Mercedes,0 days 00:58:36.647000,2025-05-02 21:14:58.548,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:17:12.017000,ALO,14,,1.0,1.0,0 days 00:15:13.769000,,,0 days 00:00:39.357000,0 days 00:00:33.808000,,0 days 00:16:38.357000,0 days 00:17:12.124000,200.0,147.0,287.0,119.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:15:13.769000,2025-05-02 20:31:35.670,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:18:40.775000,ALO,14,0 days 00:01:28.758000,2.0,1.0,,,0 days 00:00:29.649000,0 days 00:00:33.946000,0 days 00:00:25.163000,0 days 00:17:41.666000,0 days 00:18:15.612000,0 days 00:18:40.775000,218.0,189.0,283.0,339.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:17:12.017000,2025-05-02 20:33:33.918,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:20:40.295000,ALO,14,0 days 00:01:59.520000,3.0,1.0,,0 days 00:20:34.142000,0 days 00:00:38.121000,0 days 00:00:43.597000,0 days 00:00:37.802000,0 days 00:19:18.896000,0 days 00:20:02.493000,0 days 00:20:40.295000,190.0,141.0,,204.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:18:40.775000,2025-05-02 20:35:02.676,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:24:46.237000,ALO,14,,4.0,2.0,0 days 00:22:38.336000,,,0 days 00:00:43.331000,0 days 00:00:31.435000,,0 days 00:24:14.802000,0 days 00:24:46.538000,123.0,89.0,285.0,219.0,False,MEDIUM,4.0,False,Aston Martin,0 days 00:20:40.295000,2025-05-02 20:37:02.196,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:26:14.692000,ALO,14,0 days 00:01:28.455000,5.0,2.0,,,0 days 00:00:29.483000,0 days 00:00:33.820000,0 days 00:00:25.152000,0 days 00:25:15.720000,0 days 00:25:49.540000,0 days 00:26:14.692000,219.0,191.0,285.0,339.0,True,MEDIUM,5.0,False,Aston Martin,0 days 00:24:46.237000,2025-05-02 20:41:08.138,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:28:18.446000,ALO,14,0 days 00:02:03.754000,6.0,2.0,,0 days 00:28:12.554000,0 days 00:00:38.534000,0 days 00:00:43.840000,0 days 00:00:41.380000,0 days 00:26:53.226000,0 days 00:27:37.066000,0 days 00:28:18.446000,184.0,148.0,,158.0,False,MEDIUM,6.0,False,Aston Martin,0 days 00:26:14.692000,2025-05-02 20:42:36.593,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:35:12.241000,ALO,14,,7.0,3.0,0 days 00:32:48.480000,0 days 00:34:33.226000,,0 days 00:00:38.538000,0 days 00:01:10.349000,,0 days 00:34:01.892000,0 days 00:35:12.511000,199.0,159.0,,232.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:28:18.446000,2025-05-02 20:44:40.347,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:41:56.500000,ALO,14,,8.0,4.0,0 days 00:39:43.385000,,,0 days 00:00:42.235000,0 days 00:00:28.994000,,0 days 00:41:27.620000,0 days 00:41:56.574000,121.0,140.0,284.0,181.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:35:12.241000,2025-05-02 20:51:34.142,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:43:24.266000,ALO,14,0 days 00:01:27.766000,9.0,4.0,,,0 days 00:00:29.281000,0 days 00:00:33.442000,0 days 00:00:25.043000,0 days 00:42:25.781000,0 days 00:42:59.223000,0 days 00:43:24.266000,221.0,191.0,285.0,338.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:41:56.500000,2025-05-02 20:58:18.401,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:45:28.324000,ALO,14,0 days 00:02:04.058000,10.0,4.0,,0 days 00:45:22.516000,0 days 00:00:39.697000,0 days 00:00:47.915000,0 days 00:00:36.446000,0 days 00:44:03.963000,0 days 00:44:51.878000,0 days 00:45:28.324000,176.0,163.0,,211.0,False,MEDIUM,4.0,False,Aston Martin,0 days 00:43:24.266000,2025-05-02 20:59:46.167,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:56:42.819000,ALO,14,,11.0,5.0,0 days 00:54:47.826000,,,0 days 00:00:42.349000,0 days 00:00:29.595000,,0 days 00:56:13.291000,0 days 00:56:42.898000,178.0,135.0,285.0,277.0,False,SOFT,2.0,False,Aston Martin,0 days 00:45:28.324000,2025-05-02 21:01:50.225,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:58:10.609000,ALO,14,0 days 00:01:27.790000,12.0,5.0,,,0 days 00:00:29.131000,0 days 00:00:33.557000,0 days 00:00:25.102000,0 days 00:57:11.950000,0 days 00:57:45.507000,0 days 00:58:10.609000,219.0,193.0,285.0,336.0,True,SOFT,3.0,False,Aston Martin,0 days 00:56:42.819000,2025-05-02 21:13:04.720,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 01:00:10.182000,ALO,14,,13.0,5.0,,0 days 01:00:10.182000,0 days 00:00:40.188000,0 days 00:00:44.411000,,0 days 00:58:50.801000,0 days 00:59:35.241000,,185.0,167.0,,154.0,False,SOFT,4.0,False,Aston Martin,0 days 00:58:10.609000,2025-05-02 21:14:32.510,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:16:45.717000,LAW,30,,1.0,1.0,0 days 00:14:45.229000,,,0 days 00:00:41.236000,0 days 00:00:29.208000,,0 days 00:16:17.230000,0 days 00:16:45.717000,175.0,129.0,282.0,290.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:14:45.229000,2025-05-02 20:31:07.130,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:18:14.631000,LAW,30,0 days 00:01:28.914000,2.0,1.0,,,0 days 00:00:29.615000,0 days 00:00:34.001000,0 days 00:00:25.298000,0 days 00:17:15.332000,0 days 00:17:49.333000,0 days 00:18:14.631000,207.0,189.0,283.0,337.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:16:45.717000,2025-05-02 20:33:07.618,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:20:15.966000,LAW,30,0 days 00:02:01.335000,3.0,1.0,,0 days 00:20:10.360000,0 days 00:00:36.787000,0 days 00:00:44.666000,0 days 00:00:39.882000,0 days 00:18:51.418000,0 days 00:19:36.084000,0 days 00:20:15.966000,183.0,144.0,,163.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:18:14.631000,2025-05-02 20:34:36.532,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:25:19.237000,LAW,30,,4.0,2.0,0 days 00:23:03.836000,,,0 days 00:00:43.294000,0 days 00:00:37.968000,,0 days 00:24:41.422000,0 days 00:25:19.516000,167.0,104.0,284.0,117.0,False,MEDIUM,4.0,False,Racing Bulls,0 days 00:20:15.966000,2025-05-02 20:36:37.867,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:26:58.390000,LAW,30,0 days 00:01:39.153000,5.0,2.0,,0 days 00:26:51.013000,0 days 00:00:29.604000,0 days 00:00:35.009000,0 days 00:00:34.540000,0 days 00:25:48.841000,0 days 00:26:23.850000,0 days 00:26:58.390000,219.0,189.0,,333.0,False,MEDIUM,5.0,False,Racing Bulls,0 days 00:25:19.237000,2025-05-02 20:41:41.138,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:42:25.549000,LAW,30,,6.0,3.0,0 days 00:40:12.533000,,,0 days 00:00:42.764000,0 days 00:00:31.788000,,0 days 00:41:53.916000,0 days 00:42:25.801000,176.0,141.0,281.0,218.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:26:58.390000,2025-05-02 20:43:20.291,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:43:53.924000,LAW,30,0 days 00:01:28.375000,7.0,3.0,,,0 days 00:00:29.420000,0 days 00:00:33.599000,0 days 00:00:25.356000,0 days 00:42:54.969000,0 days 00:43:28.568000,0 days 00:43:53.924000,219.0,190.0,284.0,338.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:42:25.549000,2025-05-02 20:58:47.450,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:45:54.528000,LAW,30,0 days 00:02:00.604000,8.0,3.0,,0 days 00:45:48.072000,0 days 00:00:39.282000,0 days 00:00:42.764000,0 days 00:00:38.558000,0 days 00:44:33.206000,0 days 00:45:15.970000,0 days 00:45:54.528000,192.0,161.0,,206.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:43:53.924000,2025-05-02 21:00:15.825,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:18:01.715000,NOR,4,,1.0,1.0,0 days 00:16:04.983000,,,0 days 00:00:40.584000,0 days 00:00:32.204000,,0 days 00:17:29.622000,0 days 00:18:01.737000,158.0,120.0,285.0,233.0,False,MEDIUM,1.0,True,McLaren,0 days 00:16:04.983000,2025-05-02 20:32:26.884,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:19:29.605000,NOR,4,0 days 00:01:27.890000,2.0,1.0,,,0 days 00:00:29.312000,0 days 00:00:33.521000,0 days 00:00:25.057000,0 days 00:18:31.027000,0 days 00:19:04.548000,0 days 00:19:29.605000,220.0,188.0,284.0,340.0,True,MEDIUM,2.0,True,McLaren,0 days 00:18:01.715000,2025-05-02 20:34:23.616,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:21:33.462000,NOR,4,0 days 00:02:03.857000,3.0,1.0,,0 days 00:21:26.047000,0 days 00:00:43.138000,0 days 00:00:40.376000,0 days 00:00:40.343000,0 days 00:20:12.743000,0 days 00:20:53.119000,0 days 00:21:33.462000,178.0,152.0,,215.0,False,MEDIUM,3.0,True,McLaren,0 days 00:19:29.605000,2025-05-02 20:35:51.506,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:23:48.352000,NOR,4,0 days 00:02:14.890000,4.0,2.0,0 days 00:21:50.173000,,0 days 00:01:04.219000,0 days 00:00:41.377000,0 days 00:00:29.294000,0 days 00:22:37.681000,0 days 00:23:19.058000,0 days 00:23:48.352000,159.0,152.0,284.0,192.0,False,MEDIUM,4.0,False,McLaren,0 days 00:21:33.462000,2025-05-02 20:37:55.363,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:26:07.752000,NOR,4,0 days 00:02:19.400000,5.0,2.0,,0 days 00:25:33.438000,0 days 00:00:34.548000,0 days 00:00:42.287000,0 days 00:01:02.565000,0 days 00:24:22.900000,0 days 00:25:05.187000,0 days 00:26:07.752000,177.0,145.0,,321.0,False,MEDIUM,5.0,False,McLaren,0 days 00:23:48.352000,2025-05-02 20:40:10.253,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:35:43.055000,NOR,4,,6.0,3.0,0 days 00:33:40.014000,,,0 days 00:00:39.704000,0 days 00:00:27.154000,,0 days 00:35:16.764000,0 days 00:35:43.211000,167.0,151.0,286.0,280.0,False,MEDIUM,1.0,True,McLaren,0 days 00:26:07.752000,2025-05-02 20:42:29.653,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:37:10.592000,NOR,4,0 days 00:01:27.537000,7.0,3.0,,,0 days 00:00:29.211000,0 days 00:00:33.318000,0 days 00:00:25.008000,0 days 00:36:12.266000,0 days 00:36:45.584000,0 days 00:37:10.592000,220.0,192.0,284.0,335.0,True,MEDIUM,2.0,True,McLaren,0 days 00:35:43.055000,2025-05-02 20:52:04.956,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:39:11.337000,NOR,4,0 days 00:02:00.745000,8.0,3.0,,,0 days 00:00:44.606000,0 days 00:00:41.886000,0 days 00:00:34.253000,0 days 00:37:55.198000,0 days 00:38:37.084000,0 days 00:39:11.337000,137.0,149.0,146.0,218.0,False,MEDIUM,3.0,True,McLaren,0 days 00:37:10.592000,2025-05-02 20:53:32.493,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:41:19.590000,NOR,4,0 days 00:02:08.253000,9.0,3.0,,,0 days 00:00:53.214000,0 days 00:00:42.281000,0 days 00:00:32.758000,0 days 00:40:04.551000,0 days 00:40:46.832000,0 days 00:41:19.590000,155.0,155.0,285.0,101.0,False,MEDIUM,4.0,True,McLaren,0 days 00:39:11.337000,2025-05-02 20:55:33.238,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:42:46.699000,NOR,4,0 days 00:01:27.109000,10.0,3.0,,,0 days 00:00:29.162000,0 days 00:00:33.115000,0 days 00:00:24.832000,0 days 00:41:48.752000,0 days 00:42:21.867000,0 days 00:42:46.699000,222.0,192.0,286.0,339.0,True,MEDIUM,5.0,True,McLaren,0 days 00:41:19.590000,2025-05-02 20:57:41.491,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:44:42.988000,NOR,4,0 days 00:01:56.289000,11.0,3.0,,0 days 00:44:36.558000,0 days 00:00:36.462000,0 days 00:00:41.811000,0 days 00:00:38.016000,0 days 00:43:23.161000,0 days 00:44:04.972000,0 days 00:44:42.988000,185.0,153.0,,221.0,False,MEDIUM,6.0,True,McLaren,0 days 00:42:46.699000,2025-05-02 20:59:08.600,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:57:21.466000,NOR,4,,12.0,4.0,0 days 00:55:01.712000,,,0 days 00:00:39.128000,0 days 00:00:38.088000,,0 days 00:56:43.464000,0 days 00:57:21.466000,184.0,129.0,286.0,73.0,False,SOFT,1.0,True,McLaren,0 days 00:44:42.988000,2025-05-02 21:01:04.889,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:58:48.048000,NOR,4,0 days 00:01:26.582000,13.0,4.0,,,0 days 00:00:28.740000,0 days 00:00:32.990000,0 days 00:00:24.852000,0 days 00:57:50.206000,0 days 00:58:23.196000,0 days 00:58:48.048000,222.0,191.0,285.0,336.0,True,SOFT,2.0,True,McLaren,0 days 00:57:21.466000,2025-05-02 21:13:43.367,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 01:00:54.431000,NOR,4,0 days 00:02:06.383000,14.0,4.0,,0 days 01:00:42.452000,0 days 00:00:39.513000,0 days 00:00:41.628000,0 days 00:00:45.242000,0 days 00:59:27.561000,0 days 01:00:09.189000,0 days 01:00:54.431000,170.0,155.0,,197.0,False,SOFT,3.0,True,McLaren,0 days 00:58:48.048000,2025-05-02 21:15:09.949,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:17:30.450000,HAM,44,,1.0,1.0,0 days 00:15:29.693000,,,0 days 00:00:39.999000,0 days 00:00:32.541000,,0 days 00:16:58.044000,0 days 00:17:30.461000,184.0,152.0,284.0,127.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:15:29.693000,2025-05-02 20:31:51.594,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:18:58.681000,HAM,44,0 days 00:01:28.231000,2.0,1.0,,,0 days 00:00:29.309000,0 days 00:00:33.816000,0 days 00:00:25.106000,0 days 00:17:59.759000,0 days 00:18:33.575000,0 days 00:18:58.681000,220.0,189.0,285.0,338.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:17:30.450000,2025-05-02 20:33:52.351,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:21:00.748000,HAM,44,0 days 00:02:02.067000,3.0,1.0,,,0 days 00:00:51.183000,0 days 00:00:38.492000,0 days 00:00:32.392000,0 days 00:19:49.864000,0 days 00:20:28.356000,0 days 00:21:00.748000,179.0,173.0,127.0,242.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:18:58.681000,2025-05-02 20:35:20.582,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:23:03.213000,HAM,44,0 days 00:02:02.465000,4.0,1.0,,,0 days 00:00:50.362000,0 days 00:00:42.934000,0 days 00:00:29.169000,0 days 00:21:51.110000,0 days 00:22:34.044000,0 days 00:23:03.213000,149.0,142.0,283.0,252.0,False,MEDIUM,4.0,True,Ferrari,0 days 00:21:00.748000,2025-05-02 20:37:22.649,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:24:31.584000,HAM,44,0 days 00:01:28.371000,5.0,1.0,,,0 days 00:00:29.334000,0 days 00:00:33.904000,0 days 00:00:25.133000,0 days 00:23:32.547000,0 days 00:24:06.451000,0 days 00:24:31.584000,219.0,191.0,285.0,337.0,False,MEDIUM,5.0,True,Ferrari,0 days 00:23:03.213000,2025-05-02 20:39:25.114,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:26:38.271000,HAM,44,0 days 00:02:06.687000,6.0,1.0,,0 days 00:26:32.894000,0 days 00:00:50.574000,0 days 00:00:40.795000,0 days 00:00:35.318000,0 days 00:25:22.158000,0 days 00:26:02.953000,0 days 00:26:38.271000,148.0,175.0,,294.0,False,MEDIUM,6.0,True,Ferrari,0 days 00:24:31.584000,2025-05-02 20:40:53.485,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:35:33.624000,HAM,44,,7.0,2.0,0 days 00:33:13.138000,,,0 days 00:00:40.611000,0 days 00:00:28.668000,,0 days 00:35:05.115000,0 days 00:35:33.653000,164.0,140.0,285.0,258.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:26:38.271000,2025-05-02 20:43:00.172,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:37:01.934000,HAM,44,0 days 00:01:28.310000,8.0,2.0,,,0 days 00:00:29.351000,0 days 00:00:33.907000,0 days 00:00:25.052000,0 days 00:36:02.975000,0 days 00:36:36.882000,0 days 00:37:01.934000,216.0,193.0,284.0,336.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:35:33.624000,2025-05-02 20:51:55.525,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:39:16.364000,HAM,44,0 days 00:02:14.430000,9.0,2.0,,0 days 00:39:09.104000,0 days 00:00:48.797000,0 days 00:00:44.242000,0 days 00:00:41.391000,0 days 00:37:50.731000,0 days 00:38:34.973000,0 days 00:39:16.364000,145.0,143.0,,221.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:37:01.934000,2025-05-02 20:53:23.835,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:42:32.657000,HAM,44,,10.0,3.0,0 days 00:40:19.956000,,,0 days 00:00:39.179000,0 days 00:00:30.734000,,0 days 00:42:01.923000,0 days 00:42:32.957000,175.0,166.0,280.0,167.0,False,MEDIUM,4.0,False,Ferrari,0 days 00:39:16.364000,2025-05-02 20:55:38.265,1,,False,,False,False,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
0 days 00:44:00.203000,HAM,44,0 days 00:01:27.546000,11.0,3.0,,,0 days 00:00:29.190000,0 days 00:00:33.403000,0 days 00:00:24.953000,0 days 00:43:01.847000,0 days 00:43:35.250000,0 days 00:44:00.203000,222.0,190.0,287.0,342.0,True,MEDIUM,5.0,False,Ferrari,0 days 00:42:32.657000,2025-05-02 20:58:54.558,1,,False,,False,True,Miami Grand Prix,2025-05-04,6,2025,Sprint Shootout
