Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName,RaceDate,RoundNumber,Season,SessionType
0 days 00:16:57.349000,NOR,4,,1.0,1.0,0 days 00:14:48.482000,,,0 days 00:00:35.498000,0 days 00:00:51.392000,,0 days 00:16:05.977000,0 days 00:16:57.415000,236.0,247.0,271.0,308.0,False,MEDIUM,1.0,True,McLaren,0 days 00:14:48.482000,2025-03-21 07:32:20.802,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:29.597000,NOR,4,0 days 00:01:32.248000,2.0,1.0,,,0 days 00:00:24.618000,0 days 00:00:27.789000,0 days 00:00:39.841000,0 days 00:17:21.967000,0 days 00:17:49.756000,0 days 00:18:29.597000,281.0,275.0,271.0,330.0,True,MEDIUM,2.0,True,McLaren,0 days 00:16:57.349000,2025-03-21 07:34:29.669,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:32.738000,NOR,4,0 days 00:02:03.141000,3.0,1.0,,,0 days 00:00:34.193000,0 days 00:00:38.202000,0 days 00:00:50.746000,0 days 00:19:03.790000,0 days 00:19:41.992000,0 days 00:20:32.738000,170.0,212.0,168.0,276.0,False,MEDIUM,3.0,True,McLaren,0 days 00:18:29.597000,2025-03-21 07:36:01.917,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:22:38.639000,NOR,4,0 days 00:02:05.901000,4.0,1.0,,,0 days 00:00:38.528000,0 days 00:00:35.518000,0 days 00:00:51.855000,0 days 00:21:11.266000,0 days 00:21:46.784000,0 days 00:22:38.639000,200.0,239.0,271.0,308.0,False,MEDIUM,4.0,True,McLaren,0 days 00:20:32.738000,2025-03-21 07:38:05.058,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:24:10.035000,NOR,4,0 days 00:01:31.396000,5.0,1.0,,,0 days 00:00:24.207000,0 days 00:00:27.555000,0 days 00:00:39.634000,0 days 00:23:02.846000,0 days 00:23:30.401000,0 days 00:24:10.035000,281.0,276.0,273.0,333.0,True,MEDIUM,5.0,True,McLaren,0 days 00:22:38.639000,2025-03-21 07:40:10.959,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:26:16.460000,NOR,4,0 days 00:02:06.425000,6.0,1.0,,0 days 00:26:14.747000,0 days 00:00:32.385000,0 days 00:00:34.562000,0 days 00:00:59.478000,0 days 00:24:42.420000,0 days 00:25:16.982000,0 days 00:26:16.460000,161.0,180.0,,165.0,False,MEDIUM,6.0,True,McLaren,0 days 00:24:10.035000,2025-03-21 07:41:42.355,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:33:56.277000,NOR,4,,7.0,2.0,0 days 00:32:03.140000,,,0 days 00:00:31.673000,0 days 00:00:50.942000,,0 days 00:33:05.398000,0 days 00:33:56.391000,262.0,252.0,270.0,311.0,False,MEDIUM,1.0,True,McLaren,0 days 00:26:16.460000,2025-03-21 07:43:48.780,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:35:27.451000,NOR,4,0 days 00:01:31.174000,8.0,2.0,,,0 days 00:00:24.278000,0 days 00:00:27.499000,0 days 00:00:39.397000,0 days 00:34:20.555000,0 days 00:34:48.054000,0 days 00:35:27.451000,279.0,275.0,271.0,330.0,True,MEDIUM,2.0,True,McLaren,0 days 00:33:56.277000,2025-03-21 07:51:28.597,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:37:34.240000,NOR,4,0 days 00:02:06.789000,9.0,2.0,,0 days 00:37:32.458000,0 days 00:00:31.850000,0 days 00:00:37.808000,0 days 00:00:57.131000,0 days 00:35:59.301000,0 days 00:36:37.109000,0 days 00:37:34.240000,160.0,210.0,,244.0,False,MEDIUM,3.0,True,McLaren,0 days 00:35:27.451000,2025-03-21 07:52:59.771,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:50:44.735000,NOR,4,,10.0,3.0,0 days 00:48:58.028000,,,0 days 00:00:31.965000,0 days 00:00:47.840000,,0 days 00:49:56.963000,0 days 00:50:44.735000,258.0,256.0,271.0,312.0,False,SOFT,1.0,True,McLaren,0 days 00:37:34.240000,2025-03-21 07:55:06.560,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:52:16.128000,NOR,4,0 days 00:01:31.393000,11.0,3.0,,,0 days 00:00:24.293000,0 days 00:00:27.440000,0 days 00:00:39.660000,0 days 00:51:09.028000,0 days 00:51:36.468000,0 days 00:52:16.128000,280.0,277.0,271.0,332.0,True,SOFT,2.0,True,McLaren,0 days 00:50:44.735000,2025-03-21 08:08:17.055,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:54:24.411000,NOR,4,0 days 00:02:08.283000,12.0,3.0,,,0 days 00:00:37.923000,0 days 00:00:39.061000,0 days 00:00:51.299000,0 days 00:52:54.051000,0 days 00:53:33.112000,0 days 00:54:24.411000,155.0,188.0,274.0,265.0,False,SOFT,3.0,True,McLaren,0 days 00:52:16.128000,2025-03-21 08:09:48.448,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:56:04.437000,NOR,4,0 days 00:01:40.026000,13.0,3.0,,0 days 00:56:02.549000,0 days 00:00:24.009000,0 days 00:00:27.425000,0 days 00:00:48.592000,0 days 00:54:48.420000,0 days 00:55:15.845000,0 days 00:56:04.437000,281.0,277.0,,332.0,False,SOFT,4.0,True,McLaren,0 days 00:54:24.411000,2025-03-21 08:11:56.731,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:22.995000,LEC,16,,1.0,1.0,0 days 00:14:12.782000,,,0 days 00:00:34.478000,0 days 00:00:52.205000,,0 days 00:15:30.922000,0 days 00:16:23.035000,255.0,90.0,268.0,311.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:14:12.782000,2025-03-21 07:31:45.102,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:17:55.234000,LEC,16,0 days 00:01:32.239000,2.0,1.0,,,0 days 00:00:24.771000,0 days 00:00:27.739000,0 days 00:00:39.729000,0 days 00:16:47.766000,0 days 00:17:15.505000,0 days 00:17:55.234000,282.0,277.0,268.0,333.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:16:22.995000,2025-03-21 07:33:55.315,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:03.356000,LEC,16,0 days 00:02:08.122000,3.0,1.0,,0 days 00:20:01.530000,0 days 00:00:33.675000,0 days 00:00:37.094000,0 days 00:00:57.353000,0 days 00:18:28.909000,0 days 00:19:06.003000,0 days 00:20:03.356000,200.0,207.0,,271.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:17:55.234000,2025-03-21 07:35:27.554,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:23:30.315000,LEC,16,,4.0,2.0,0 days 00:21:22.814000,,,0 days 00:00:36.876000,0 days 00:00:52.109000,,0 days 00:22:38.333000,0 days 00:23:30.549000,254.0,249.0,269.0,303.0,False,MEDIUM,4.0,False,Ferrari,0 days 00:20:03.356000,2025-03-21 07:37:35.676,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:25:01.833000,LEC,16,0 days 00:01:31.518000,5.0,2.0,,,0 days 00:00:24.511000,0 days 00:00:27.601000,0 days 00:00:39.406000,0 days 00:23:54.826000,0 days 00:24:22.427000,0 days 00:25:01.833000,282.0,277.0,270.0,335.0,True,MEDIUM,5.0,False,Ferrari,0 days 00:23:30.315000,2025-03-21 07:41:02.635,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:27:04.246000,LEC,16,0 days 00:02:02.413000,6.0,2.0,,0 days 00:27:02.391000,0 days 00:00:30.803000,0 days 00:00:34.505000,0 days 00:00:57.105000,0 days 00:25:32.636000,0 days 00:26:07.141000,0 days 00:27:04.246000,224.0,219.0,,260.0,False,MEDIUM,6.0,False,Ferrari,0 days 00:25:01.833000,2025-03-21 07:42:34.153,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:34:24.347000,LEC,16,,7.0,3.0,0 days 00:32:32.476000,,,0 days 00:00:33.832000,0 days 00:00:44.076000,,0 days 00:33:40.336000,0 days 00:34:24.347000,257.0,250.0,270.0,308.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:27:04.246000,2025-03-21 07:44:36.566,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:36:22.873000,LEC,16,0 days 00:01:58.526000,8.0,3.0,,,0 days 00:00:24.561000,0 days 00:00:34.641000,0 days 00:00:59.324000,0 days 00:34:48.908000,0 days 00:35:23.549000,0 days 00:36:22.873000,281.0,139.0,268.0,260.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:34:24.347000,2025-03-21 07:51:56.667,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:37:54.975000,LEC,16,0 days 00:01:32.102000,9.0,3.0,,,0 days 00:00:24.542000,0 days 00:00:27.672000,0 days 00:00:39.888000,0 days 00:36:47.415000,0 days 00:37:15.087000,0 days 00:37:54.975000,282.0,278.0,270.0,334.0,True,MEDIUM,3.0,True,Ferrari,0 days 00:36:22.873000,2025-03-21 07:53:55.193,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:40:09.410000,LEC,16,0 days 00:02:14.435000,10.0,3.0,,,0 days 00:00:35.337000,0 days 00:00:38.150000,0 days 00:01:00.948000,0 days 00:38:30.312000,0 days 00:39:08.462000,0 days 00:40:09.410000,217.0,163.0,270.0,161.0,False,MEDIUM,4.0,True,Ferrari,0 days 00:37:54.975000,2025-03-21 07:55:27.295,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:41:40.971000,LEC,16,0 days 00:01:31.561000,11.0,3.0,,,0 days 00:00:24.417000,0 days 00:00:27.589000,0 days 00:00:39.555000,0 days 00:40:33.827000,0 days 00:41:01.416000,0 days 00:41:40.971000,284.0,278.0,269.0,335.0,True,MEDIUM,5.0,True,Ferrari,0 days 00:40:09.410000,2025-03-21 07:57:41.730,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:43:42.164000,LEC,16,0 days 00:02:01.193000,12.0,3.0,,0 days 00:43:40.394000,0 days 00:00:29.281000,0 days 00:00:36.380000,0 days 00:00:55.532000,0 days 00:42:10.252000,0 days 00:42:46.632000,0 days 00:43:42.164000,173.0,172.0,,249.0,False,MEDIUM,6.0,True,Ferrari,0 days 00:41:40.971000,2025-03-21 07:59:13.291,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:54:09.359000,LEC,16,,13.0,4.0,0 days 00:52:11.124000,,,0 days 00:00:35.264000,0 days 00:00:49.812000,,0 days 00:53:19.732000,0 days 00:54:09.442000,256.0,195.0,269.0,260.0,False,SOFT,1.0,True,Ferrari,0 days 00:43:42.164000,2025-03-21 08:01:14.484,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:55:40.416000,LEC,16,0 days 00:01:31.057000,14.0,4.0,,,0 days 00:00:24.322000,0 days 00:00:27.384000,0 days 00:00:39.351000,0 days 00:54:33.681000,0 days 00:55:01.065000,0 days 00:55:40.416000,283.0,279.0,272.0,334.0,True,SOFT,2.0,True,Ferrari,0 days 00:54:09.359000,2025-03-21 08:11:41.679,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:57:52.312000,LEC,16,0 days 00:02:11.896000,15.0,4.0,,0 days 00:57:47.723000,0 days 00:00:30.642000,0 days 00:00:35.456000,0 days 00:01:05.798000,0 days 00:56:11.058000,0 days 00:56:46.514000,0 days 00:57:52.312000,207.0,209.0,,282.0,False,SOFT,3.0,True,Ferrari,0 days 00:55:40.416000,2025-03-21 08:13:12.736,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:17:04.375000,PIA,81,,1.0,1.0,0 days 00:15:00.224000,,,0 days 00:00:33.483000,0 days 00:00:53.414000,,0 days 00:16:11.097000,0 days 00:17:04.399000,202.0,249.0,268.0,300.0,False,MEDIUM,1.0,True,McLaren,0 days 00:15:00.224000,2025-03-21 07:32:32.544,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:36.098000,PIA,81,0 days 00:01:31.723000,2.0,1.0,,,0 days 00:00:24.509000,0 days 00:00:27.478000,0 days 00:00:39.736000,0 days 00:17:28.884000,0 days 00:17:56.362000,0 days 00:18:36.098000,280.0,275.0,271.0,331.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:04.375000,2025-03-21 07:34:36.695,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:42.394000,PIA,81,0 days 00:02:06.296000,3.0,1.0,,,0 days 00:00:35.311000,0 days 00:00:37.641000,0 days 00:00:53.344000,0 days 00:19:11.409000,0 days 00:19:49.050000,0 days 00:20:42.394000,204.0,183.0,196.0,242.0,False,MEDIUM,3.0,True,McLaren,0 days 00:18:36.098000,2025-03-21 07:36:08.418,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:23:04.255000,PIA,81,0 days 00:02:21.861000,4.0,1.0,,0 days 00:23:00.925000,0 days 00:00:36.805000,0 days 00:00:37.458000,0 days 00:01:07.598000,0 days 00:21:19.199000,0 days 00:21:56.657000,0 days 00:23:04.255000,228.0,223.0,,104.0,False,MEDIUM,4.0,True,McLaren,0 days 00:20:42.394000,2025-03-21 07:38:14.714,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:34:05.828000,PIA,81,,5.0,2.0,0 days 00:32:10.109000,,,0 days 00:00:32.932000,0 days 00:00:47.569000,,0 days 00:33:18.320000,0 days 00:34:05.906000,259.0,249.0,270.0,310.0,False,MEDIUM,1.0,True,McLaren,0 days 00:23:04.255000,2025-03-21 07:40:36.575,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:36:05.593000,PIA,81,0 days 00:01:59.765000,6.0,2.0,,,0 days 00:00:28.938000,0 days 00:00:39.077000,0 days 00:00:51.750000,0 days 00:34:34.766000,0 days 00:35:13.843000,0 days 00:36:05.593000,215.0,219.0,269.0,225.0,True,MEDIUM,2.0,True,McLaren,0 days 00:34:05.828000,2025-03-21 07:51:38.148,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:37:36.955000,PIA,81,0 days 00:01:31.362000,7.0,2.0,,,0 days 00:00:24.323000,0 days 00:00:27.566000,0 days 00:00:39.473000,0 days 00:36:29.916000,0 days 00:36:57.482000,0 days 00:37:36.955000,280.0,276.0,269.0,332.0,True,MEDIUM,3.0,True,McLaren,0 days 00:36:05.593000,2025-03-21 07:53:37.913,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:39:46.508000,PIA,81,0 days 00:02:09.553000,8.0,2.0,,0 days 00:39:44.768000,0 days 00:00:36.228000,0 days 00:00:37.109000,0 days 00:00:56.216000,0 days 00:38:13.183000,0 days 00:38:50.292000,0 days 00:39:46.508000,205.0,230.0,,279.0,False,MEDIUM,4.0,True,McLaren,0 days 00:37:36.955000,2025-03-21 07:55:09.275,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:50:37.420000,PIA,81,,9.0,3.0,0 days 00:48:47.231000,,,0 days 00:00:33.732000,0 days 00:00:48.773000,,0 days 00:49:48.823000,0 days 00:50:37.470000,254.0,243.0,269.0,311.0,False,SOFT,1.0,True,McLaren,0 days 00:39:46.508000,2025-03-21 07:57:18.828,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:52:08.349000,PIA,81,0 days 00:01:30.929000,10.0,3.0,,,0 days 00:00:24.297000,0 days 00:00:27.317000,0 days 00:00:39.315000,0 days 00:51:01.717000,0 days 00:51:29.034000,0 days 00:52:08.349000,280.0,276.0,269.0,331.0,True,SOFT,2.0,True,McLaren,0 days 00:50:37.420000,2025-03-21 08:08:09.740,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:54:18.856000,PIA,81,0 days 00:02:10.507000,11.0,3.0,,,0 days 00:00:39.544000,0 days 00:00:38.355000,0 days 00:00:52.608000,0 days 00:52:47.893000,0 days 00:53:26.248000,0 days 00:54:18.856000,196.0,213.0,271.0,219.0,False,SOFT,3.0,True,McLaren,0 days 00:52:08.349000,2025-03-21 08:09:40.669,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:55:49.796000,PIA,81,0 days 00:01:30.940000,12.0,3.0,,,0 days 00:00:24.248000,0 days 00:00:27.447000,0 days 00:00:39.245000,0 days 00:54:43.104000,0 days 00:55:10.551000,0 days 00:55:49.796000,280.0,276.0,272.0,332.0,False,SOFT,4.0,True,McLaren,0 days 00:54:18.856000,2025-03-21 08:11:51.176,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:57:57.309000,PIA,81,0 days 00:02:07.513000,13.0,3.0,,0 days 00:57:53.957000,0 days 00:00:29.456000,0 days 00:00:37.735000,0 days 00:01:00.322000,0 days 00:56:19.252000,0 days 00:56:56.987000,0 days 00:57:57.309000,214.0,155.0,,222.0,False,SOFT,5.0,True,McLaren,0 days 00:55:49.796000,2025-03-21 08:13:22.116,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:05.454000,HAM,44,,1.0,1.0,0 days 00:14:05.110000,,,0 days 00:00:34.593000,0 days 00:00:47.850000,,0 days 00:15:17.612000,0 days 00:16:05.454000,254.0,241.0,266.0,307.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:14:05.110000,2025-03-21 07:31:37.430,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:17:37.683000,HAM,44,0 days 00:01:32.229000,2.0,1.0,,,0 days 00:00:24.608000,0 days 00:00:27.763000,0 days 00:00:39.858000,0 days 00:16:30.062000,0 days 00:16:57.825000,0 days 00:17:37.683000,281.0,277.0,266.0,332.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:16:05.454000,2025-03-21 07:33:37.774,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:19:52.279000,HAM,44,0 days 00:02:14.596000,3.0,1.0,,0 days 00:19:48.774000,0 days 00:00:34.163000,0 days 00:00:39.492000,0 days 00:01:00.941000,0 days 00:18:11.846000,0 days 00:18:51.338000,0 days 00:19:52.279000,200.0,224.0,,297.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:17:37.683000,2025-03-21 07:35:10.003,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:23:55.332000,HAM,44,,4.0,2.0,0 days 00:21:54.142000,,,0 days 00:00:36.462000,0 days 00:00:50.328000,,0 days 00:23:05.144000,0 days 00:23:55.643000,252.0,245.0,266.0,292.0,False,MEDIUM,4.0,False,Ferrari,0 days 00:19:52.279000,2025-03-21 07:37:24.599,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:25:26.544000,HAM,44,0 days 00:01:31.212000,5.0,2.0,,,0 days 00:00:24.415000,0 days 00:00:27.428000,0 days 00:00:39.369000,0 days 00:24:19.747000,0 days 00:24:47.175000,0 days 00:25:26.544000,280.0,276.0,272.0,335.0,True,MEDIUM,5.0,False,Ferrari,0 days 00:23:55.332000,2025-03-21 07:41:27.652,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:27:31.230000,HAM,44,0 days 00:02:04.686000,6.0,2.0,,0 days 00:27:29.576000,0 days 00:00:29.786000,0 days 00:00:35.664000,0 days 00:00:59.236000,0 days 00:25:56.330000,0 days 00:26:31.994000,0 days 00:27:31.230000,212.0,188.0,,189.0,False,MEDIUM,6.0,False,Ferrari,0 days 00:25:26.544000,2025-03-21 07:42:58.864,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:34:15.011000,HAM,44,,7.0,3.0,0 days 00:32:20.687000,,,0 days 00:00:32.986000,0 days 00:00:47.522000,,0 days 00:33:27.524000,0 days 00:34:15.050000,250.0,250.0,268.0,306.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:27:31.230000,2025-03-21 07:45:03.550,21,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:35:47.136000,HAM,44,0 days 00:01:32.125000,8.0,3.0,,,0 days 00:00:24.448000,0 days 00:00:27.864000,0 days 00:00:39.813000,0 days 00:34:39.459000,0 days 00:35:07.323000,0 days 00:35:47.136000,281.0,276.0,266.0,334.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:34:15.011000,2025-03-21 07:51:47.331,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:37:53.621000,HAM,44,0 days 00:02:06.485000,9.0,3.0,,,0 days 00:00:35.523000,0 days 00:00:39.258000,0 days 00:00:51.704000,0 days 00:36:22.659000,0 days 00:37:01.917000,0 days 00:37:53.621000,214.0,220.0,137.0,282.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:35:47.136000,2025-03-21 07:53:19.456,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:40:02.975000,HAM,44,0 days 00:02:09.354000,10.0,3.0,,,0 days 00:00:38.317000,0 days 00:00:35.687000,0 days 00:00:55.350000,0 days 00:38:31.938000,0 days 00:39:07.625000,0 days 00:40:02.975000,210.0,237.0,267.0,236.0,False,MEDIUM,4.0,True,Ferrari,0 days 00:37:53.621000,2025-03-21 07:55:25.941,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:41:34.359000,HAM,44,0 days 00:01:31.384000,11.0,3.0,,,0 days 00:00:24.355000,0 days 00:00:27.383000,0 days 00:00:39.646000,0 days 00:40:27.330000,0 days 00:40:54.713000,0 days 00:41:34.359000,283.0,277.0,267.0,335.0,True,MEDIUM,5.0,True,Ferrari,0 days 00:40:02.975000,2025-03-21 07:57:35.295,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:43:37.415000,HAM,44,0 days 00:02:03.056000,12.0,3.0,,0 days 00:43:35.571000,0 days 00:00:32.224000,0 days 00:00:36.115000,0 days 00:00:54.717000,0 days 00:42:06.583000,0 days 00:42:42.698000,0 days 00:43:37.415000,189.0,185.0,,292.0,False,MEDIUM,6.0,True,Ferrari,0 days 00:41:34.359000,2025-03-21 07:59:06.679,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:53:59.988000,HAM,44,,13.0,4.0,0 days 00:52:02.764000,,,0 days 00:00:36.784000,0 days 00:00:50.615000,,0 days 00:53:09.543000,0 days 00:53:59.988000,246.0,251.0,268.0,301.0,False,SOFT,1.0,True,Ferrari,0 days 00:43:37.415000,2025-03-21 08:01:09.735,12,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:55:30.837000,HAM,44,0 days 00:01:30.849000,14.0,4.0,,,0 days 00:00:24.261000,0 days 00:00:27.249000,0 days 00:00:39.339000,0 days 00:54:24.249000,0 days 00:54:51.498000,0 days 00:55:30.837000,283.0,278.0,270.0,335.0,True,SOFT,2.0,True,Ferrari,0 days 00:53:59.988000,2025-03-21 08:11:32.308,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:57:46.118000,HAM,44,0 days 00:02:15.281000,15.0,4.0,,0 days 00:57:41.512000,0 days 00:00:30.938000,0 days 00:00:36.019000,0 days 00:01:08.324000,0 days 00:56:01.775000,0 days 00:56:37.794000,0 days 00:57:46.118000,219.0,158.0,,189.0,False,SOFT,3.0,True,Ferrari,0 days 00:55:30.837000,2025-03-21 08:13:03.157,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:14:29.283000,RUS,63,,1.0,1.0,0 days 00:12:37.395000,,,0 days 00:00:31.439000,0 days 00:00:49.961000,,0 days 00:13:39.351000,0 days 00:14:29.339000,273.0,269.0,260.0,331.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:12:37.395000,2025-03-21 07:30:09.715,1,,False,,False,False,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:16:28.080000,RUS,63,0 days 00:01:58.797000,2.0,1.0,,,0 days 00:00:28.751000,0 days 00:00:35.028000,0 days 00:00:55.018000,0 days 00:14:58.034000,0 days 00:15:33.062000,0 days 00:16:28.080000,256.0,261.0,271.0,153.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:14:29.283000,2025-03-21 07:32:01.603,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:18:32.218000,RUS,63,0 days 00:02:04.138000,3.0,1.0,,,0 days 00:00:28.475000,0 days 00:00:41.875000,0 days 00:00:53.788000,0 days 00:16:56.555000,0 days 00:17:38.430000,0 days 00:18:32.218000,191.0,225.0,272.0,168.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:16:28.080000,2025-03-21 07:34:00.400,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:20:04.508000,RUS,63,0 days 00:01:32.290000,4.0,1.0,,,0 days 00:00:24.711000,0 days 00:00:27.771000,0 days 00:00:39.808000,0 days 00:18:56.929000,0 days 00:19:24.700000,0 days 00:20:04.508000,280.0,277.0,269.0,334.0,True,MEDIUM,4.0,True,Mercedes,0 days 00:18:32.218000,2025-03-21 07:36:04.538,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
0 days 00:22:10.488000,RUS,63,0 days 00:02:05.980000,5.0,1.0,,,0 days 00:00:35.947000,0 days 00:00:37.086000,0 days 00:00:52.947000,0 days 00:20:40.455000,0 days 00:21:17.541000,0 days 00:22:10.488000,251.0,245.0,222.0,259.0,False,MEDIUM,5.0,True,Mercedes,0 days 00:20:04.508000,2025-03-21 07:37:36.828,1,,False,,False,True,Chinese Grand Prix,2025-03-23,2,2025,Sprint Shootout
