Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,DriverId,Event,Round,Season,SessionType
0 days 01:10:50.748000,ALB,23,0 days 00:01:48.438000,13.0,1.0,,,0 days 00:00:30.413000,0 days 00:00:49.127000,0 days 00:00:28.898000,0 days 01:09:32.773000,0 days 01:10:21.900000,0 days 01:10:50.798000,349.0,201.0,224.0,322.0,False,MEDIUM,13.0,True,Williams,0 days 01:09:02.310000,2025-07-26 10:25:34.938,1,15.0,False,,False,True,albon,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:39.948000,ALB,23,0 days 00:01:49.200000,14.0,1.0,,,0 days 00:00:30.769000,0 days 00:00:48.645000,0 days 00:00:29.786000,0 days 01:11:21.567000,0 days 01:12:10.212000,0 days 01:12:39.998000,336.0,203.0,222.0,318.0,False,MEDIUM,14.0,True,Williams,0 days 01:10:50.748000,2025-07-26 10:27:23.376,1,16.0,False,,False,True,albon,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:28.521000,ALB,23,0 days 00:01:48.573000,15.0,1.0,,,0 days 00:00:31.434000,0 days 00:00:48.403000,0 days 00:00:28.736000,0 days 01:13:11.432000,0 days 01:13:59.835000,0 days 01:14:28.571000,337.0,209.0,222.0,315.0,False,MEDIUM,15.0,True,Williams,0 days 01:12:39.948000,2025-07-26 10:29:12.576,1,16.0,False,,False,True,albon,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:17.514000,ANT,12,,1.0,1.0,,,,0 days 00:00:51.527000,0 days 00:00:29.416000,,0 days 00:48:48.112000,0 days 00:49:17.613000,322.0,201.0,223.0,292.0,False,MEDIUM,4.0,False,Mercedes,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,18.0,False,,False,False,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:06.190000,ANT,12,0 days 00:01:48.676000,2.0,1.0,,,0 days 00:00:30.775000,0 days 00:00:48.989000,0 days 00:00:28.912000,0 days 00:49:48.300000,0 days 00:50:37.289000,0 days 00:51:06.201000,348.0,204.0,224.0,313.0,True,MEDIUM,5.0,False,Mercedes,0 days 00:49:17.514000,2025-07-26 10:05:50.142,1,18.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:54.379000,ANT,12,0 days 00:01:48.189000,3.0,1.0,,,0 days 00:00:30.579000,0 days 00:00:48.838000,0 days 00:00:28.772000,0 days 00:51:36.780000,0 days 00:52:25.618000,0 days 00:52:54.390000,347.0,208.0,224.0,315.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:51:06.190000,2025-07-26 10:07:38.818,1,18.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:42.281000,ANT,12,0 days 00:01:47.902000,4.0,1.0,,,0 days 00:00:30.649000,0 days 00:00:48.407000,0 days 00:00:28.846000,0 days 00:53:25.039000,0 days 00:54:13.446000,0 days 00:54:42.292000,344.0,206.0,222.0,321.0,True,MEDIUM,7.0,False,Mercedes,0 days 00:52:54.379000,2025-07-26 10:09:27.007,1,18.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:28.979000,ANT,12,0 days 00:01:46.698000,5.0,1.0,,,0 days 00:00:30.413000,0 days 00:00:47.736000,0 days 00:00:28.549000,0 days 00:55:12.705000,0 days 00:56:00.441000,0 days 00:56:28.990000,348.0,205.0,220.0,,True,MEDIUM,8.0,False,Mercedes,0 days 00:54:42.281000,2025-07-26 10:11:14.909,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:16.330000,ANT,12,0 days 00:01:47.351000,6.0,1.0,,,0 days 00:00:30.633000,0 days 00:00:48.178000,0 days 00:00:28.540000,0 days 00:56:59.623000,0 days 00:57:47.801000,0 days 00:58:16.341000,,206.0,221.0,319.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:56:28.979000,2025-07-26 10:13:01.607,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:03.833000,ANT,12,0 days 00:01:47.503000,7.0,1.0,,,0 days 00:00:30.421000,0 days 00:00:48.579000,0 days 00:00:28.503000,0 days 00:58:46.762000,0 days 00:59:35.341000,0 days 01:00:03.844000,336.0,204.0,222.0,,False,MEDIUM,10.0,False,Mercedes,0 days 00:58:16.330000,2025-07-26 10:14:48.958,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:51.937000,ANT,12,0 days 00:01:48.104000,8.0,1.0,,,0 days 00:00:30.578000,0 days 00:00:48.850000,0 days 00:00:28.676000,0 days 01:00:34.422000,0 days 01:01:23.272000,0 days 01:01:51.948000,347.0,203.0,220.0,317.0,False,MEDIUM,11.0,False,Mercedes,0 days 01:00:03.833000,2025-07-26 10:16:36.461,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:39.920000,ANT,12,0 days 00:01:47.983000,9.0,1.0,,,0 days 00:00:30.387000,0 days 00:00:48.803000,0 days 00:00:28.793000,0 days 01:02:22.335000,0 days 01:03:11.138000,0 days 01:03:39.931000,345.0,202.0,221.0,320.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:01:51.937000,2025-07-26 10:18:24.565,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:27.769000,ANT,12,0 days 00:01:47.849000,10.0,1.0,,,0 days 00:00:30.348000,0 days 00:00:48.812000,0 days 00:00:28.689000,0 days 01:04:10.279000,0 days 01:04:59.091000,0 days 01:05:27.780000,340.0,202.0,220.0,317.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:03:39.920000,2025-07-26 10:20:12.548,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:15.595000,ANT,12,0 days 00:01:47.826000,11.0,1.0,,,0 days 00:00:30.421000,0 days 00:00:48.667000,0 days 00:00:28.738000,0 days 01:05:58.201000,0 days 01:06:46.868000,0 days 01:07:15.606000,338.0,201.0,220.0,320.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:05:27.769000,2025-07-26 10:22:00.397,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:09:03.656000,ANT,12,0 days 00:01:48.061000,12.0,1.0,,,0 days 00:00:30.809000,0 days 00:00:48.551000,0 days 00:00:28.701000,0 days 01:07:46.415000,0 days 01:08:34.966000,0 days 01:09:03.667000,341.0,199.0,221.0,321.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:07:15.595000,2025-07-26 10:23:48.223,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:51.940000,ANT,12,0 days 00:01:48.284000,13.0,1.0,,,0 days 00:00:30.552000,0 days 00:00:48.990000,0 days 00:00:28.742000,0 days 01:09:34.219000,0 days 01:10:23.209000,0 days 01:10:51.951000,340.0,197.0,220.0,323.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:09:03.656000,2025-07-26 10:25:36.284,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:40.619000,ANT,12,0 days 00:01:48.679000,14.0,1.0,,,0 days 00:00:30.555000,0 days 00:00:48.961000,0 days 00:00:29.163000,0 days 01:11:22.506000,0 days 01:12:11.467000,0 days 01:12:40.630000,352.0,202.0,218.0,321.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:10:51.940000,2025-07-26 10:27:24.568,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:29.561000,ANT,12,0 days 00:01:48.942000,15.0,1.0,,,0 days 00:00:30.953000,0 days 00:00:49.414000,0 days 00:00:28.575000,0 days 01:13:11.583000,0 days 01:14:00.997000,0 days 01:14:29.572000,329.0,206.0,219.0,318.0,False,MEDIUM,18.0,False,Mercedes,0 days 01:12:40.619000,2025-07-26 10:29:13.247,1,17.0,False,,False,True,antonelli,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:16.722000,HUL,27,,1.0,1.0,,,,0 days 00:00:52.027000,0 days 00:00:29.223000,,0 days 00:48:47.671000,0 days 00:49:16.793000,302.0,204.0,221.0,311.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,16.0,False,,False,False,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:05.413000,HUL,27,0 days 00:01:48.691000,2.0,1.0,,,0 days 00:00:30.716000,0 days 00:00:49.101000,0 days 00:00:28.874000,0 days 00:49:47.449000,0 days 00:50:36.550000,0 days 00:51:05.424000,344.0,208.0,223.0,317.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:49:16.722000,2025-07-26 10:05:49.350,1,16.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:54.036000,HUL,27,0 days 00:01:48.623000,3.0,1.0,,,0 days 00:00:30.764000,0 days 00:00:48.432000,0 days 00:00:29.427000,0 days 00:51:36.188000,0 days 00:52:24.620000,0 days 00:52:54.047000,339.0,206.0,223.0,316.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 00:51:05.413000,2025-07-26 10:07:38.041,1,17.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:41.895000,HUL,27,0 days 00:01:47.859000,4.0,1.0,,,0 days 00:00:30.533000,0 days 00:00:48.299000,0 days 00:00:29.027000,0 days 00:53:24.580000,0 days 00:54:12.879000,0 days 00:54:41.906000,342.0,206.0,221.0,322.0,True,MEDIUM,4.0,True,Kick Sauber,0 days 00:52:54.036000,2025-07-26 10:09:26.664,1,17.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:30.232000,HUL,27,0 days 00:01:48.337000,5.0,1.0,,,0 days 00:00:30.965000,0 days 00:00:48.424000,0 days 00:00:28.948000,0 days 00:55:12.871000,0 days 00:56:01.295000,0 days 00:56:30.243000,327.0,205.0,220.0,315.0,False,MEDIUM,5.0,True,Kick Sauber,0 days 00:54:41.895000,2025-07-26 10:11:14.523,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:17.983000,HUL,27,0 days 00:01:47.751000,6.0,1.0,,,0 days 00:00:31.119000,0 days 00:00:47.742000,0 days 00:00:28.890000,0 days 00:57:01.362000,0 days 00:57:49.104000,0 days 00:58:17.994000,323.0,207.0,220.0,,True,MEDIUM,6.0,True,Kick Sauber,0 days 00:56:30.232000,2025-07-26 10:13:02.860,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:05.694000,HUL,27,0 days 00:01:47.711000,7.0,1.0,,,0 days 00:00:31.091000,0 days 00:00:47.738000,0 days 00:00:28.882000,0 days 00:58:49.085000,0 days 00:59:36.823000,0 days 01:00:05.705000,322.0,205.0,221.0,,True,MEDIUM,7.0,True,Kick Sauber,0 days 00:58:17.983000,2025-07-26 10:14:50.611,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:53.269000,HUL,27,0 days 00:01:47.575000,8.0,1.0,,,0 days 00:00:31.024000,0 days 00:00:47.746000,0 days 00:00:28.805000,0 days 01:00:36.729000,0 days 01:01:24.475000,0 days 01:01:53.280000,321.0,206.0,220.0,,True,MEDIUM,8.0,True,Kick Sauber,0 days 01:00:05.694000,2025-07-26 10:16:38.322,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:41.063000,HUL,27,0 days 00:01:47.794000,9.0,1.0,,,0 days 00:00:30.912000,0 days 00:00:48.020000,0 days 00:00:28.862000,0 days 01:02:24.192000,0 days 01:03:12.212000,0 days 01:03:41.074000,322.0,204.0,220.0,316.0,False,MEDIUM,9.0,True,Kick Sauber,0 days 01:01:53.269000,2025-07-26 10:18:25.897,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:28.664000,HUL,27,0 days 00:01:47.601000,10.0,1.0,,,0 days 00:00:31.046000,0 days 00:00:47.762000,0 days 00:00:28.793000,0 days 01:04:12.120000,0 days 01:04:59.882000,0 days 01:05:28.675000,324.0,204.0,221.0,314.0,False,MEDIUM,10.0,True,Kick Sauber,0 days 01:03:41.063000,2025-07-26 10:20:13.691,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:16.608000,HUL,27,0 days 00:01:47.944000,11.0,1.0,,,0 days 00:00:30.964000,0 days 00:00:47.981000,0 days 00:00:28.999000,0 days 01:05:59.639000,0 days 01:06:47.620000,0 days 01:07:16.619000,325.0,201.0,221.0,318.0,False,MEDIUM,11.0,True,Kick Sauber,0 days 01:05:28.664000,2025-07-26 10:22:01.292,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:09:04.892000,HUL,27,0 days 00:01:48.284000,12.0,1.0,,,0 days 00:00:30.924000,0 days 00:00:48.316000,0 days 00:00:29.044000,0 days 01:07:47.543000,0 days 01:08:35.859000,0 days 01:09:04.903000,337.0,199.0,220.0,319.0,False,MEDIUM,12.0,True,Kick Sauber,0 days 01:07:16.608000,2025-07-26 10:23:49.236,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:53.264000,HUL,27,0 days 00:01:48.372000,13.0,1.0,,,0 days 00:00:31.114000,0 days 00:00:48.144000,0 days 00:00:29.114000,0 days 01:09:36.017000,0 days 01:10:24.161000,0 days 01:10:53.275000,332.0,202.0,215.0,318.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:09:04.892000,2025-07-26 10:25:37.520,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:41.750000,HUL,27,0 days 00:01:48.486000,14.0,1.0,,,0 days 00:00:31.328000,0 days 00:00:48.052000,0 days 00:00:29.106000,0 days 01:11:24.603000,0 days 01:12:12.655000,0 days 01:12:41.761000,320.0,207.0,220.0,317.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 01:10:53.264000,2025-07-26 10:27:25.892,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:30.447000,HUL,27,0 days 00:01:48.697000,15.0,1.0,,,0 days 00:00:30.992000,0 days 00:00:48.821000,0 days 00:00:28.884000,0 days 01:13:12.753000,0 days 01:14:01.574000,0 days 01:14:30.458000,336.0,207.0,221.0,318.0,False,MEDIUM,15.0,True,Kick Sauber,0 days 01:12:41.750000,2025-07-26 10:29:14.378,1,18.0,False,,False,True,hulkenberg,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:17.934000,COL,43,,1.0,1.0,0 days 00:47:30.688000,,,0 days 00:00:50.783000,0 days 00:00:29.435000,,0 days 00:48:48.712000,0 days 00:49:18.093000,309.0,202.0,223.0,300.0,False,SOFT,1.0,True,Alpine,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,19.0,False,,False,False,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:06.853000,COL,43,0 days 00:01:48.919000,2.0,1.0,,,0 days 00:00:30.779000,0 days 00:00:49.109000,0 days 00:00:29.031000,0 days 00:49:48.765000,0 days 00:50:37.874000,0 days 00:51:06.905000,337.0,205.0,223.0,321.0,True,SOFT,2.0,True,Alpine,0 days 00:49:17.934000,2025-07-26 10:05:50.562,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:55.263000,COL,43,0 days 00:01:48.410000,3.0,1.0,,,0 days 00:00:30.625000,0 days 00:00:48.845000,0 days 00:00:28.940000,0 days 00:51:37.530000,0 days 00:52:26.375000,0 days 00:52:55.315000,336.0,204.0,222.0,,True,SOFT,3.0,True,Alpine,0 days 00:51:06.853000,2025-07-26 10:07:39.481,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:43.409000,COL,43,0 days 00:01:48.146000,4.0,1.0,,,0 days 00:00:30.693000,0 days 00:00:48.678000,0 days 00:00:28.775000,0 days 00:53:26.008000,0 days 00:54:14.686000,0 days 00:54:43.461000,342.0,206.0,218.0,323.0,True,SOFT,4.0,True,Alpine,0 days 00:52:55.263000,2025-07-26 10:09:27.891,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:31.561000,COL,43,0 days 00:01:48.152000,5.0,1.0,,,0 days 00:00:30.993000,0 days 00:00:48.356000,0 days 00:00:28.803000,0 days 00:55:14.454000,0 days 00:56:02.810000,0 days 00:56:31.613000,330.0,203.0,220.0,320.0,False,SOFT,5.0,True,Alpine,0 days 00:54:43.409000,2025-07-26 10:11:16.037,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:19.804000,COL,43,0 days 00:01:48.243000,6.0,1.0,,,0 days 00:00:31.012000,0 days 00:00:48.449000,0 days 00:00:28.782000,0 days 00:57:02.625000,0 days 00:57:51.074000,0 days 00:58:19.856000,324.0,206.0,220.0,,False,SOFT,6.0,True,Alpine,0 days 00:56:31.561000,2025-07-26 10:13:04.189,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:07.829000,COL,43,0 days 00:01:48.025000,7.0,1.0,,,0 days 00:00:31.015000,0 days 00:00:48.251000,0 days 00:00:28.759000,0 days 00:58:50.871000,0 days 00:59:39.122000,0 days 01:00:07.881000,327.0,203.0,217.0,319.0,True,SOFT,7.0,True,Alpine,0 days 00:58:19.804000,2025-07-26 10:14:52.432,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:56.072000,COL,43,0 days 00:01:48.243000,8.0,1.0,,,0 days 00:00:30.931000,0 days 00:00:48.272000,0 days 00:00:29.040000,0 days 01:00:38.812000,0 days 01:01:27.084000,0 days 01:01:56.124000,326.0,201.0,217.0,320.0,False,SOFT,8.0,True,Alpine,0 days 01:00:07.829000,2025-07-26 10:16:40.457,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:44.759000,COL,43,0 days 00:01:48.687000,9.0,1.0,,,0 days 00:00:31.042000,0 days 00:00:48.733000,0 days 00:00:28.912000,0 days 01:02:27.166000,0 days 01:03:15.899000,0 days 01:03:44.811000,325.0,201.0,218.0,319.0,False,SOFT,9.0,True,Alpine,0 days 01:01:56.072000,2025-07-26 10:18:28.700,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:33.319000,COL,43,0 days 00:01:48.560000,10.0,1.0,,,0 days 00:00:31.071000,0 days 00:00:48.286000,0 days 00:00:29.203000,0 days 01:04:15.882000,0 days 01:05:04.168000,0 days 01:05:33.371000,326.0,202.0,218.0,317.0,False,SOFT,10.0,True,Alpine,0 days 01:03:44.759000,2025-07-26 10:20:17.387,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:22.005000,COL,43,0 days 00:01:48.686000,11.0,1.0,,,0 days 00:00:31.187000,0 days 00:00:48.583000,0 days 00:00:28.916000,0 days 01:06:04.558000,0 days 01:06:53.141000,0 days 01:07:22.057000,325.0,203.0,218.0,320.0,False,SOFT,11.0,True,Alpine,0 days 01:05:33.319000,2025-07-26 10:22:05.947,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:09:10.654000,COL,43,0 days 00:01:48.649000,12.0,1.0,,,0 days 00:00:31.178000,0 days 00:00:48.474000,0 days 00:00:28.997000,0 days 01:07:53.235000,0 days 01:08:41.709000,0 days 01:09:10.706000,,199.0,218.0,319.0,False,SOFT,12.0,True,Alpine,0 days 01:07:22.005000,2025-07-26 10:23:54.633,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:59.197000,COL,43,0 days 00:01:48.543000,13.0,1.0,,,0 days 00:00:31.263000,0 days 00:00:48.351000,0 days 00:00:28.929000,0 days 01:09:41.969000,0 days 01:10:30.320000,0 days 01:10:59.249000,321.0,201.0,219.0,320.0,False,SOFT,13.0,True,Alpine,0 days 01:09:10.654000,2025-07-26 10:25:43.282,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:47.708000,COL,43,0 days 00:01:48.511000,14.0,1.0,,,0 days 00:00:31.334000,0 days 00:00:48.250000,0 days 00:00:28.927000,0 days 01:11:30.583000,0 days 01:12:18.833000,0 days 01:12:47.760000,322.0,202.0,220.0,319.0,False,SOFT,14.0,True,Alpine,0 days 01:10:59.197000,2025-07-26 10:27:31.825,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:35.652000,COL,43,0 days 00:01:47.944000,15.0,1.0,,,0 days 00:00:31.188000,0 days 00:00:47.982000,0 days 00:00:28.774000,0 days 01:13:18.948000,0 days 01:14:06.930000,0 days 01:14:35.704000,,206.0,219.0,,True,SOFT,15.0,True,Alpine,0 days 01:12:47.708000,2025-07-26 10:29:20.336,1,19.0,False,,False,True,colapinto,Belgian Grand Prix,13,2025,Sprint
0 days 00:53:45.342000,GAS,10,,1.0,2.0,0 days 00:52:01.426000,,,0 days 00:00:47.983000,0 days 00:00:29.263000,,0 days 00:53:16.193000,0 days 00:53:45.492000,315.0,199.0,216.0,312.0,False,MEDIUM,7.0,False,Alpine,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,20.0,False,,False,False,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 00:55:33.523000,GAS,10,0 days 00:01:48.181000,2.0,2.0,,,0 days 00:00:31.331000,0 days 00:00:47.872000,0 days 00:00:28.978000,0 days 00:54:16.673000,0 days 00:55:04.545000,0 days 00:55:33.523000,313.0,205.0,217.0,314.0,True,MEDIUM,8.0,False,Alpine,0 days 00:53:45.342000,2025-07-26 10:10:17.970,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 00:57:21.467000,GAS,10,0 days 00:01:47.944000,3.0,2.0,,,0 days 00:00:31.264000,0 days 00:00:47.755000,0 days 00:00:28.925000,0 days 00:56:04.787000,0 days 00:56:52.542000,0 days 00:57:21.467000,315.0,201.0,218.0,,True,MEDIUM,9.0,False,Alpine,0 days 00:55:33.523000,2025-07-26 10:12:06.151,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:09.120000,GAS,10,0 days 00:01:47.653000,4.0,2.0,,,0 days 00:00:31.215000,0 days 00:00:47.569000,0 days 00:00:28.869000,0 days 00:57:52.682000,0 days 00:58:40.251000,0 days 00:59:09.120000,316.0,202.0,218.0,315.0,True,MEDIUM,10.0,False,Alpine,0 days 00:57:21.467000,2025-07-26 10:13:54.095,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:00:56.812000,GAS,10,0 days 00:01:47.692000,5.0,2.0,,,0 days 00:00:31.132000,0 days 00:00:47.639000,0 days 00:00:28.921000,0 days 00:59:40.252000,0 days 01:00:27.891000,0 days 01:00:56.812000,317.0,200.0,219.0,316.0,False,MEDIUM,11.0,False,Alpine,0 days 00:59:09.120000,2025-07-26 10:15:41.748,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:02:44.463000,GAS,10,0 days 00:01:47.651000,6.0,2.0,,,0 days 00:00:31.150000,0 days 00:00:47.613000,0 days 00:00:28.888000,0 days 01:01:27.962000,0 days 01:02:15.575000,0 days 01:02:44.463000,316.0,202.0,219.0,,True,MEDIUM,12.0,False,Alpine,0 days 01:00:56.812000,2025-07-26 10:17:29.440,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:04:32.266000,GAS,10,0 days 00:01:47.803000,7.0,2.0,,,0 days 00:00:31.057000,0 days 00:00:47.907000,0 days 00:00:28.839000,0 days 01:03:15.520000,0 days 01:04:03.427000,0 days 01:04:32.266000,321.0,203.0,217.0,,False,MEDIUM,13.0,False,Alpine,0 days 01:02:44.463000,2025-07-26 10:19:17.091,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:06:20.155000,GAS,10,0 days 00:01:47.889000,8.0,2.0,,,0 days 00:00:31.083000,0 days 00:00:47.915000,0 days 00:00:28.891000,0 days 01:05:03.349000,0 days 01:05:51.264000,0 days 01:06:20.155000,,200.0,219.0,,False,MEDIUM,14.0,False,Alpine,0 days 01:04:32.266000,2025-07-26 10:21:04.894,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:07.899000,GAS,10,0 days 00:01:47.744000,9.0,2.0,,,0 days 00:00:31.131000,0 days 00:00:47.796000,0 days 00:00:28.817000,0 days 01:06:51.286000,0 days 01:07:39.082000,0 days 01:08:07.899000,318.0,205.0,219.0,318.0,False,MEDIUM,15.0,False,Alpine,0 days 01:06:20.155000,2025-07-26 10:22:52.783,1,20.0,True,TRACK LIMITS AT TURN 4 LAP 9 ,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:09:56.037000,GAS,10,0 days 00:01:48.138000,10.0,2.0,,,0 days 00:00:31.141000,0 days 00:00:48.043000,0 days 00:00:28.954000,0 days 01:08:39.040000,0 days 01:09:27.083000,0 days 01:09:56.037000,317.0,196.0,218.0,,False,MEDIUM,16.0,False,Alpine,0 days 01:08:07.899000,2025-07-26 10:24:40.527,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:11:44.051000,GAS,10,0 days 00:01:48.014000,11.0,2.0,,,0 days 00:00:31.161000,0 days 00:00:47.937000,0 days 00:00:28.916000,0 days 01:10:27.198000,0 days 01:11:15.135000,0 days 01:11:44.051000,316.0,202.0,219.0,,False,MEDIUM,17.0,False,Alpine,0 days 01:09:56.037000,2025-07-26 10:26:28.665,1,20.0,False,,False,True,gasly,Belgian Grand Prix,13,2025,Sprint
0 days 01:13:41.012000,GAS,10,0 days 00:01:56.961000,12.0,2.0,,0 days 01:13:36.494000,0 days 00:00:31.211000,0 days 00:00:48.377000,0 days 00:00:37.373000,0 days 01:12:15.262000,0 days 01:13:03.639000,0 days 01:13:41.012000,,201.0,,,False,MEDIUM,18.0,False,Alpine,0 days 01:11:44.051000,2025-07-26 10:28:16.679,1,20.0,False,,False,False,gasly,Belgian Grand Prix,13,2025,Sprint
