Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,DriverId,Event,Round,Season,SessionType
0 days 00:52:44.593000,OCO,31,0 days 00:01:47.161000,3.0,1.0,,,0 days 00:00:30.774000,0 days 00:00:47.542000,0 days 00:00:28.845000,0 days 00:51:28.259000,0 days 00:52:15.801000,0 days 00:52:44.646000,324.0,209.0,219.0,316.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:50:57.432000,2025-07-26 10:07:30.060,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:31.724000,OCO,31,0 days 00:01:47.131000,4.0,1.0,,,0 days 00:00:30.840000,0 days 00:00:47.584000,0 days 00:00:28.707000,0 days 00:53:15.486000,0 days 00:54:03.070000,0 days 00:54:31.777000,,206.0,219.0,318.0,False,MEDIUM,7.0,False,Haas F1 Team,0 days 00:52:44.593000,2025-07-26 10:09:17.221,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:18.918000,OCO,31,0 days 00:01:47.194000,5.0,1.0,,,0 days 00:00:30.949000,0 days 00:00:47.574000,0 days 00:00:28.671000,0 days 00:55:02.726000,0 days 00:55:50.300000,0 days 00:56:18.971000,320.0,206.0,219.0,316.0,False,MEDIUM,8.0,False,Haas F1 Team,0 days 00:54:31.724000,2025-07-26 10:11:04.352,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:05.958000,OCO,31,0 days 00:01:47.040000,6.0,1.0,,,0 days 00:00:30.859000,0 days 00:00:47.501000,0 days 00:00:28.680000,0 days 00:56:49.830000,0 days 00:57:37.331000,0 days 00:58:06.011000,321.0,203.0,219.0,,False,MEDIUM,9.0,False,Haas F1 Team,0 days 00:56:18.918000,2025-07-26 10:12:51.546,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:52.806000,OCO,31,0 days 00:01:46.848000,7.0,1.0,,,0 days 00:00:30.863000,0 days 00:00:47.417000,0 days 00:00:28.568000,0 days 00:58:36.874000,0 days 00:59:24.291000,0 days 00:59:52.859000,319.0,206.0,221.0,317.0,False,MEDIUM,10.0,False,Haas F1 Team,0 days 00:58:05.958000,2025-07-26 10:14:38.586,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:39.856000,OCO,31,0 days 00:01:47.050000,8.0,1.0,,,0 days 00:00:30.879000,0 days 00:00:47.552000,0 days 00:00:28.619000,0 days 01:00:23.738000,0 days 01:01:11.290000,0 days 01:01:39.909000,320.0,203.0,221.0,,False,MEDIUM,11.0,False,Haas F1 Team,0 days 00:59:52.806000,2025-07-26 10:16:25.434,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:27.113000,OCO,31,0 days 00:01:47.257000,9.0,1.0,,,0 days 00:00:30.947000,0 days 00:00:47.634000,0 days 00:00:28.676000,0 days 01:02:10.856000,0 days 01:02:58.490000,0 days 01:03:27.166000,318.0,204.0,221.0,,False,MEDIUM,12.0,False,Haas F1 Team,0 days 01:01:39.856000,2025-07-26 10:18:12.484,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:14.232000,OCO,31,0 days 00:01:47.119000,10.0,1.0,,,0 days 00:00:30.917000,0 days 00:00:47.603000,0 days 00:00:28.599000,0 days 01:03:58.083000,0 days 01:04:45.686000,0 days 01:05:14.285000,317.0,205.0,221.0,316.0,False,MEDIUM,13.0,False,Haas F1 Team,0 days 01:03:27.113000,2025-07-26 10:19:59.741,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:01.505000,OCO,31,0 days 00:01:47.273000,11.0,1.0,,,0 days 00:00:30.869000,0 days 00:00:47.682000,0 days 00:00:28.722000,0 days 01:05:45.154000,0 days 01:06:32.836000,0 days 01:07:01.558000,318.0,204.0,221.0,318.0,False,MEDIUM,14.0,False,Haas F1 Team,0 days 01:05:14.232000,2025-07-26 10:21:46.860,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:48.832000,OCO,31,0 days 00:01:47.327000,12.0,1.0,,,0 days 00:00:30.981000,0 days 00:00:47.656000,0 days 00:00:28.690000,0 days 01:07:32.539000,0 days 01:08:20.195000,0 days 01:08:48.885000,317.0,203.0,222.0,,False,MEDIUM,15.0,False,Haas F1 Team,0 days 01:07:01.505000,2025-07-26 10:23:34.133,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:36.300000,OCO,31,0 days 00:01:47.468000,13.0,1.0,,,0 days 00:00:30.988000,0 days 00:00:47.747000,0 days 00:00:28.733000,0 days 01:09:19.873000,0 days 01:10:07.620000,0 days 01:10:36.353000,315.0,200.0,221.0,317.0,False,MEDIUM,16.0,False,Haas F1 Team,0 days 01:08:48.832000,2025-07-26 10:25:21.460,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:23.841000,OCO,31,0 days 00:01:47.541000,14.0,1.0,,,0 days 00:00:31.028000,0 days 00:00:47.749000,0 days 00:00:28.764000,0 days 01:11:07.381000,0 days 01:11:55.130000,0 days 01:12:23.894000,314.0,202.0,222.0,,False,MEDIUM,17.0,False,Haas F1 Team,0 days 01:10:36.300000,2025-07-26 10:27:08.928,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:11.369000,OCO,31,0 days 00:01:47.528000,15.0,1.0,,,0 days 00:00:30.907000,0 days 00:00:47.885000,0 days 00:00:28.736000,0 days 01:12:54.801000,0 days 01:13:42.686000,0 days 01:14:11.422000,319.0,205.0,221.0,,False,MEDIUM,18.0,False,Haas F1 Team,0 days 01:12:23.841000,2025-07-26 10:28:56.469,1,5.0,False,,False,True,ocon,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:11.376000,SAI,55,,1.0,1.0,,,,0 days 00:00:49.138000,0 days 00:00:28.725000,,0 days 00:48:42.830000,0 days 00:49:11.565000,331.0,208.0,221.0,315.0,False,MEDIUM,1.0,True,Williams,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,6.0,False,,False,False,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:58.386000,SAI,55,0 days 00:01:47.010000,2.0,1.0,,,0 days 00:00:30.660000,0 days 00:00:47.659000,0 days 00:00:28.691000,0 days 00:49:42.087000,0 days 00:50:29.746000,0 days 00:50:58.437000,344.0,208.0,221.0,,True,MEDIUM,2.0,True,Williams,0 days 00:49:11.376000,2025-07-26 10:05:44.004,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:45.731000,SAI,55,0 days 00:01:47.345000,3.0,1.0,,,0 days 00:00:30.989000,0 days 00:00:47.541000,0 days 00:00:28.815000,0 days 00:51:29.426000,0 days 00:52:16.967000,0 days 00:52:45.782000,328.0,208.0,221.0,314.0,False,MEDIUM,3.0,True,Williams,0 days 00:50:58.386000,2025-07-26 10:07:31.014,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:33.109000,SAI,55,0 days 00:01:47.378000,4.0,1.0,,,0 days 00:00:30.999000,0 days 00:00:47.432000,0 days 00:00:28.947000,0 days 00:53:16.781000,0 days 00:54:04.213000,0 days 00:54:33.160000,318.0,209.0,220.0,315.0,False,MEDIUM,4.0,True,Williams,0 days 00:52:45.731000,2025-07-26 10:09:18.359,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:20.123000,SAI,55,0 days 00:01:47.014000,5.0,1.0,,,0 days 00:00:30.999000,0 days 00:00:47.249000,0 days 00:00:28.766000,,0 days 00:55:51.408000,0 days 00:56:20.174000,,207.0,220.0,314.0,False,MEDIUM,5.0,True,Williams,0 days 00:54:33.109000,2025-07-26 10:11:05.737,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:07.151000,SAI,55,0 days 00:01:47.028000,6.0,1.0,,,0 days 00:00:31.091000,0 days 00:00:47.180000,0 days 00:00:28.757000,0 days 00:56:51.265000,0 days 00:57:38.445000,0 days 00:58:07.202000,321.0,208.0,220.0,,False,MEDIUM,6.0,True,Williams,0 days 00:56:20.123000,2025-07-26 10:12:52.751,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:53.921000,SAI,55,0 days 00:01:46.770000,7.0,1.0,,,0 days 00:00:30.976000,0 days 00:00:47.107000,0 days 00:00:28.687000,0 days 00:58:38.178000,0 days 00:59:25.285000,0 days 00:59:53.972000,323.0,209.0,223.0,315.0,True,MEDIUM,7.0,True,Williams,0 days 00:58:07.151000,2025-07-26 10:14:39.779,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:41.050000,SAI,55,0 days 00:01:47.129000,8.0,1.0,,,0 days 00:00:30.975000,0 days 00:00:47.444000,0 days 00:00:28.710000,0 days 01:00:24.947000,0 days 01:01:12.391000,0 days 01:01:41.101000,,205.0,220.0,,False,MEDIUM,8.0,True,Williams,0 days 00:59:53.921000,2025-07-26 10:16:26.549,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:28.175000,SAI,55,0 days 00:01:47.125000,9.0,1.0,,,0 days 00:00:30.912000,0 days 00:00:47.391000,0 days 00:00:28.822000,0 days 01:02:12.013000,0 days 01:02:59.404000,0 days 01:03:28.226000,324.0,205.0,222.0,316.0,False,MEDIUM,9.0,True,Williams,0 days 01:01:41.050000,2025-07-26 10:18:13.678,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:15.306000,SAI,55,0 days 00:01:47.131000,10.0,1.0,,,0 days 00:00:30.837000,0 days 00:00:47.497000,0 days 00:00:28.797000,0 days 01:03:59.063000,0 days 01:04:46.560000,0 days 01:05:15.357000,323.0,207.0,223.0,315.0,False,MEDIUM,10.0,True,Williams,0 days 01:03:28.175000,2025-07-26 10:20:00.803,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:02.624000,SAI,55,0 days 00:01:47.318000,11.0,1.0,,,0 days 00:00:30.968000,0 days 00:00:47.517000,0 days 00:00:28.833000,0 days 01:05:46.325000,0 days 01:06:33.842000,0 days 01:07:02.675000,,207.0,222.0,317.0,False,MEDIUM,11.0,True,Williams,0 days 01:05:15.306000,2025-07-26 10:21:47.934,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:49.969000,SAI,55,0 days 00:01:47.345000,12.0,1.0,,,0 days 00:00:31.068000,0 days 00:00:47.429000,0 days 00:00:28.848000,0 days 01:07:33.743000,0 days 01:08:21.172000,0 days 01:08:50.020000,324.0,205.0,223.0,316.0,False,MEDIUM,12.0,True,Williams,0 days 01:07:02.624000,2025-07-26 10:23:35.252,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:37.383000,SAI,55,0 days 00:01:47.414000,13.0,1.0,,,0 days 00:00:30.902000,0 days 00:00:47.686000,0 days 00:00:28.826000,0 days 01:09:20.922000,0 days 01:10:08.608000,0 days 01:10:37.434000,323.0,206.0,223.0,317.0,False,MEDIUM,13.0,True,Williams,0 days 01:08:49.969000,2025-07-26 10:25:22.597,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:25.038000,SAI,55,0 days 00:01:47.655000,14.0,1.0,,,0 days 00:00:31.060000,0 days 00:00:47.725000,0 days 00:00:28.870000,0 days 01:11:08.494000,0 days 01:11:56.219000,0 days 01:12:25.089000,317.0,206.0,220.0,316.0,False,MEDIUM,14.0,True,Williams,0 days 01:10:37.383000,2025-07-26 10:27:10.011,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:12.544000,SAI,55,0 days 00:01:47.506000,15.0,1.0,,,0 days 00:00:30.925000,0 days 00:00:47.719000,0 days 00:00:28.862000,0 days 01:12:56.014000,0 days 01:13:43.733000,0 days 01:14:12.595000,321.0,208.0,219.0,317.0,False,MEDIUM,15.0,True,Williams,0 days 01:12:25.038000,2025-07-26 10:28:57.666,1,6.0,False,,False,True,sainz,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:12.067000,BEA,87,,1.0,1.0,,,,0 days 00:00:49.752000,0 days 00:00:28.641000,,0 days 00:48:43.439000,0 days 00:49:12.181000,330.0,208.0,222.0,310.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,7.0,False,,False,False,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:59.105000,BEA,87,0 days 00:01:47.038000,2.0,1.0,,,0 days 00:00:30.412000,0 days 00:00:48.070000,0 days 00:00:28.556000,0 days 00:49:42.492000,0 days 00:50:30.562000,0 days 00:50:59.118000,347.0,206.0,223.0,318.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:49:12.067000,2025-07-26 10:05:44.695,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:46.622000,BEA,87,0 days 00:01:47.517000,3.0,1.0,,,0 days 00:00:30.599000,0 days 00:00:48.281000,0 days 00:00:28.637000,0 days 00:51:29.717000,0 days 00:52:17.998000,0 days 00:52:46.635000,341.0,205.0,223.0,,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:50:59.105000,2025-07-26 10:07:31.733,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:33.706000,BEA,87,0 days 00:01:47.084000,4.0,1.0,,,0 days 00:00:30.528000,0 days 00:00:47.875000,0 days 00:00:28.681000,0 days 00:53:17.163000,0 days 00:54:05.038000,0 days 00:54:33.719000,339.0,205.0,221.0,319.0,False,MEDIUM,7.0,False,Haas F1 Team,0 days 00:52:46.622000,2025-07-26 10:09:19.250,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:21.389000,BEA,87,0 days 00:01:47.683000,5.0,1.0,,,0 days 00:00:30.680000,0 days 00:00:48.282000,0 days 00:00:28.721000,0 days 00:55:04.399000,0 days 00:55:52.681000,0 days 00:56:21.402000,347.0,202.0,220.0,318.0,False,MEDIUM,8.0,False,Haas F1 Team,0 days 00:54:33.706000,2025-07-26 10:11:06.334,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:08.918000,BEA,87,0 days 00:01:47.529000,6.0,1.0,,,0 days 00:00:30.983000,0 days 00:00:47.824000,0 days 00:00:28.722000,0 days 00:56:52.385000,0 days 00:57:40.209000,0 days 00:58:08.931000,320.0,206.0,219.0,315.0,False,MEDIUM,9.0,False,Haas F1 Team,0 days 00:56:21.389000,2025-07-26 10:12:54.017,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:55.996000,BEA,87,0 days 00:01:47.078000,7.0,1.0,,,0 days 00:00:30.861000,0 days 00:00:47.494000,0 days 00:00:28.723000,0 days 00:58:39.792000,0 days 00:59:27.286000,0 days 00:59:56.009000,323.0,203.0,219.0,316.0,False,MEDIUM,10.0,False,Haas F1 Team,0 days 00:58:08.918000,2025-07-26 10:14:41.546,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:43.340000,BEA,87,0 days 00:01:47.344000,8.0,1.0,,,0 days 00:00:30.852000,0 days 00:00:47.754000,0 days 00:00:28.738000,0 days 01:00:26.861000,0 days 01:01:14.615000,0 days 01:01:43.353000,321.0,201.0,220.0,317.0,False,MEDIUM,11.0,False,Haas F1 Team,0 days 00:59:55.996000,2025-07-26 10:16:28.624,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:30.744000,BEA,87,0 days 00:01:47.404000,9.0,1.0,,,0 days 00:00:30.894000,0 days 00:00:47.585000,0 days 00:00:28.925000,0 days 01:02:14.247000,0 days 01:03:01.832000,0 days 01:03:30.757000,,202.0,219.0,,False,MEDIUM,12.0,False,Haas F1 Team,0 days 01:01:43.340000,2025-07-26 10:18:15.968,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:17.813000,BEA,87,0 days 00:01:47.069000,10.0,1.0,,,0 days 00:00:30.918000,0 days 00:00:47.439000,0 days 00:00:28.712000,0 days 01:04:01.675000,0 days 01:04:49.114000,0 days 01:05:17.826000,,202.0,220.0,316.0,False,MEDIUM,13.0,False,Haas F1 Team,0 days 01:03:30.744000,2025-07-26 10:20:03.372,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:05.367000,BEA,87,0 days 00:01:47.554000,11.0,1.0,,,0 days 00:00:30.934000,0 days 00:00:47.752000,0 days 00:00:28.868000,0 days 01:05:48.760000,0 days 01:06:36.512000,0 days 01:07:05.380000,,201.0,220.0,317.0,False,MEDIUM,14.0,False,Haas F1 Team,0 days 01:05:17.813000,2025-07-26 10:21:50.441,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:52.868000,BEA,87,0 days 00:01:47.501000,12.0,1.0,,,0 days 00:00:30.930000,0 days 00:00:47.654000,0 days 00:00:28.917000,0 days 01:07:36.310000,0 days 01:08:23.964000,0 days 01:08:52.881000,323.0,199.0,219.0,318.0,False,MEDIUM,15.0,False,Haas F1 Team,0 days 01:07:05.367000,2025-07-26 10:23:37.995,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:40.511000,BEA,87,0 days 00:01:47.643000,13.0,1.0,,,0 days 00:00:30.925000,0 days 00:00:47.829000,0 days 00:00:28.889000,0 days 01:09:23.806000,0 days 01:10:11.635000,0 days 01:10:40.524000,320.0,201.0,219.0,,False,MEDIUM,16.0,False,Haas F1 Team,0 days 01:08:52.868000,2025-07-26 10:25:25.496,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:28.438000,BEA,87,0 days 00:01:47.927000,14.0,1.0,,,0 days 00:00:31.021000,0 days 00:00:48.056000,0 days 00:00:28.850000,0 days 01:11:11.545000,0 days 01:11:59.601000,0 days 01:12:28.451000,321.0,199.0,220.0,317.0,False,MEDIUM,17.0,False,Haas F1 Team,0 days 01:10:40.511000,2025-07-26 10:27:13.139,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:16.190000,BEA,87,0 days 00:01:47.752000,15.0,1.0,,,0 days 00:00:31.064000,0 days 00:00:47.915000,0 days 00:00:28.773000,0 days 01:12:59.515000,0 days 01:13:47.430000,0 days 01:14:16.203000,318.0,204.0,209.0,,False,MEDIUM,18.0,False,Haas F1 Team,0 days 01:12:28.438000,2025-07-26 10:29:01.066,1,7.0,False,,False,True,bearman,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:12.728000,HAD,6,,1.0,1.0,,,,0 days 00:00:50.128000,0 days 00:00:28.808000,,0 days 00:48:44.018000,0 days 00:49:12.855000,339.0,208.0,219.0,316.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,8.0,False,,False,False,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:50:59.701000,HAD,6,0 days 00:01:46.973000,2.0,1.0,,,0 days 00:00:30.810000,0 days 00:00:47.558000,0 days 00:00:28.605000,0 days 00:49:43.543000,0 days 00:50:31.101000,0 days 00:50:59.706000,341.0,205.0,222.0,315.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:49:12.728000,2025-07-26 10:05:45.356,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:47.217000,HAD,6,0 days 00:01:47.516000,3.0,1.0,,,0 days 00:00:30.690000,0 days 00:00:48.215000,0 days 00:00:28.611000,0 days 00:51:30.396000,0 days 00:52:18.611000,0 days 00:52:47.222000,335.0,206.0,222.0,316.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:50:59.701000,2025-07-26 10:07:32.329,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:34.471000,HAD,6,0 days 00:01:47.254000,4.0,1.0,,,0 days 00:00:30.795000,0 days 00:00:47.733000,0 days 00:00:28.726000,0 days 00:53:18.017000,0 days 00:54:05.750000,0 days 00:54:34.476000,,206.0,221.0,317.0,False,MEDIUM,4.0,True,Racing Bulls,0 days 00:52:47.217000,2025-07-26 10:09:19.845,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:56:22.179000,HAD,6,0 days 00:01:47.708000,5.0,1.0,,,0 days 00:00:30.818000,0 days 00:00:48.068000,0 days 00:00:28.822000,0 days 00:55:05.294000,0 days 00:55:53.362000,0 days 00:56:22.184000,333.0,207.0,218.0,316.0,False,MEDIUM,5.0,True,Racing Bulls,0 days 00:54:34.471000,2025-07-26 10:11:07.099,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:58:09.329000,HAD,6,0 days 00:01:47.150000,6.0,1.0,,,0 days 00:00:30.995000,0 days 00:00:47.503000,0 days 00:00:28.652000,0 days 00:56:53.179000,0 days 00:57:40.682000,0 days 00:58:09.334000,329.0,207.0,221.0,315.0,False,MEDIUM,6.0,True,Racing Bulls,0 days 00:56:22.179000,2025-07-26 10:12:54.807,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:59:56.708000,HAD,6,0 days 00:01:47.379000,7.0,1.0,,,0 days 00:00:31.232000,0 days 00:00:47.486000,0 days 00:00:28.661000,0 days 00:58:40.566000,0 days 00:59:28.052000,0 days 00:59:56.713000,325.0,207.0,222.0,317.0,False,MEDIUM,7.0,True,Racing Bulls,0 days 00:58:09.329000,2025-07-26 10:14:41.957,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:01:43.997000,HAD,6,0 days 00:01:47.289000,8.0,1.0,,,0 days 00:00:30.834000,0 days 00:00:47.725000,0 days 00:00:28.730000,0 days 01:00:27.547000,0 days 01:01:15.272000,0 days 01:01:44.002000,330.0,202.0,221.0,316.0,False,MEDIUM,8.0,True,Racing Bulls,0 days 00:59:56.708000,2025-07-26 10:16:29.336,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:03:31.370000,HAD,6,0 days 00:01:47.373000,9.0,1.0,,,0 days 00:00:30.880000,0 days 00:00:47.812000,0 days 00:00:28.681000,0 days 01:02:14.882000,0 days 01:03:02.694000,0 days 01:03:31.375000,331.0,203.0,221.0,317.0,False,MEDIUM,9.0,True,Racing Bulls,0 days 01:01:43.997000,2025-07-26 10:18:16.625,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:05:18.666000,HAD,6,0 days 00:01:47.296000,10.0,1.0,,,0 days 00:00:30.837000,0 days 00:00:47.649000,0 days 00:00:28.810000,0 days 01:04:02.212000,0 days 01:04:49.861000,0 days 01:05:18.671000,327.0,206.0,219.0,,False,MEDIUM,10.0,True,Racing Bulls,0 days 01:03:31.370000,2025-07-26 10:20:03.998,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:07:06.094000,HAD,6,0 days 00:01:47.428000,11.0,1.0,,,0 days 00:00:30.945000,0 days 00:00:47.575000,0 days 00:00:28.908000,0 days 01:05:49.616000,0 days 01:06:37.191000,0 days 01:07:06.099000,328.0,202.0,219.0,318.0,False,MEDIUM,11.0,True,Racing Bulls,0 days 01:05:18.666000,2025-07-26 10:21:51.294,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:08:53.381000,HAD,6,0 days 00:01:47.287000,12.0,1.0,,,0 days 00:00:30.963000,0 days 00:00:47.620000,0 days 00:00:28.704000,0 days 01:07:37.062000,0 days 01:08:24.682000,0 days 01:08:53.386000,,203.0,221.0,,False,MEDIUM,12.0,True,Racing Bulls,0 days 01:07:06.094000,2025-07-26 10:23:38.722,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:10:40.960000,HAD,6,0 days 00:01:47.579000,13.0,1.0,,,0 days 00:00:31.029000,0 days 00:00:47.782000,0 days 00:00:28.768000,0 days 01:09:24.415000,0 days 01:10:12.197000,0 days 01:10:40.965000,327.0,203.0,222.0,319.0,False,MEDIUM,13.0,True,Racing Bulls,0 days 01:08:53.381000,2025-07-26 10:25:26.009,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:12:28.991000,HAD,6,0 days 00:01:48.031000,14.0,1.0,,,0 days 00:00:31.005000,0 days 00:00:48.106000,0 days 00:00:28.920000,0 days 01:11:11.970000,0 days 01:12:00.076000,0 days 01:12:28.996000,326.0,198.0,220.0,,False,MEDIUM,14.0,True,Racing Bulls,0 days 01:10:40.960000,2025-07-26 10:27:13.588,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 01:14:16.699000,HAD,6,0 days 00:01:47.708000,15.0,1.0,,,0 days 00:00:31.029000,0 days 00:00:47.914000,0 days 00:00:28.765000,0 days 01:13:00.025000,0 days 01:13:47.939000,0 days 01:14:16.704000,329.0,204.0,219.0,318.0,False,MEDIUM,15.0,True,Racing Bulls,0 days 01:12:28.991000,2025-07-26 10:29:01.619,1,8.0,False,,False,True,hadjar,Belgian Grand Prix,13,2025,Sprint
0 days 00:49:13.354000,BOR,5,,1.0,1.0,,,,0 days 00:00:50.228000,0 days 00:00:28.915000,,0 days 00:48:44.537000,0 days 00:49:13.504000,333.0,210.0,221.0,310.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:47:19.303000,2025-07-26 10:03:51.931,1,9.0,False,,False,False,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:51:00.440000,BOR,5,0 days 00:01:47.086000,2.0,1.0,,,0 days 00:00:30.612000,0 days 00:00:47.783000,0 days 00:00:28.691000,0 days 00:49:43.979000,0 days 00:50:31.762000,0 days 00:51:00.453000,340.0,210.0,223.0,316.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:49:13.354000,2025-07-26 10:05:45.982,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:52:48.159000,BOR,5,0 days 00:01:47.719000,3.0,1.0,,,0 days 00:00:30.660000,0 days 00:00:48.286000,0 days 00:00:28.773000,0 days 00:51:31.113000,0 days 00:52:19.399000,0 days 00:52:48.172000,337.0,210.0,223.0,315.0,False,MEDIUM,3.0,True,Kick Sauber,0 days 00:51:00.440000,2025-07-26 10:07:33.068,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
0 days 00:54:35.438000,BOR,5,0 days 00:01:47.279000,4.0,1.0,,,0 days 00:00:30.689000,0 days 00:00:47.748000,0 days 00:00:28.842000,0 days 00:53:18.861000,0 days 00:54:06.609000,0 days 00:54:35.451000,338.0,207.0,222.0,316.0,False,MEDIUM,4.0,True,Kick Sauber,0 days 00:52:48.159000,2025-07-26 10:09:20.787,1,9.0,False,,False,True,bortoleto,Belgian Grand Prix,13,2025,Sprint
